RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,StateCode,TaxType,Zone,TaxDist,Legal,Acreage,GPIN
7142,310055000,900,PRESTON AVE,,4.0 Commercial & Industrial,Taxable,CC,,LOT,1.45,4993
7143,310057000,910-918,PRESTON AVE,,4.0 Commercial & Industrial,Taxable,CC,,LOT,1.67,4700
7144,310060000,946,GRADY AVE,,4.0 Commercial & Industrial,Taxable,CCH,,NEW PARCEL A,1.65,4510
7145,310060001,400,10TH ST NW,,4.0 Commercial & Industrial,Taxable,CCH,,NEW PARCEL B,1.38,17566
7146,310060002,0,GRADY AVE,,4.0 Commercial & Industrial,Taxable,CCH,,NEW PARCEL C,1.286,17567
7147,310070000,923-925,WEST ST,,4.0 Commercial & Industrial,Taxable,B-3,,PARCEL B JEFFRIES ADD,0.44,4960
7148,310071000,348,10TH ST NW,,4.0 Commercial & Industrial,Taxable,B-3,,PARCEL E JEFFRIES ADD,0.137,5010
7149,310073000,919,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 21 JEFFRIES ADDITION,0.079,5021
7150,310074000,917,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 22 JEFFRIES ADDITION,0.152,5033
7151,310075000,913,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 23 JEFFRIES ADDITION,0.151,5054
7152,310076000,911,WEST ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 24 JEFFRIES ADDITION,0.152,5065
7153,310077000,909,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,PARCEL F JEFFRIES ADD,0.095,5086
7154,310078000,907,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 26 & PT 25 JEFFRIES ADD,0.207,5094
7155,310079000,905,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 27 JEFFRIES ADDITION,0.177,5120
7156,310080000,903,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 38 PAYNE & MASSIE,0.104,5152
7157,310081000,421,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOTS 1 & 2 PAYNE & MASSIE,0.145,5198
7158,310082000,419,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,01,PT LOTS 37-39 PAYNE & MASSIE,0.145,5236
7159,310083000,417,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 37 PAYNE & MASSIE,0.23,5247
7160,310084000,413,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 36 PAYNE & MASSIE,0.12,5293
7161,310085000,409,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 36 PAYNE & MASSIE,0.118,5317
7162,310086000,901-903,ANDERSON ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 34 & PARCEL X PAYNE&MASSIE,0.189,5387
7163,310087000,905,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 PAYNE & MASSIE,0.056,5396
7164,310088000,907,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1 PAYNE & MASSIE,0.069,5368
7165,310089000,909,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 PAYNE & MASSIE,0.069,5339
7166,310090000,911,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 17 JEFFRIES ADDITION,0.134,5234
7167,310091000,913,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 16 & PT 17 JEFFRIES ADD,0.233,5203
7168,310092000,915,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 15 JEFFRIES ADDITION,0.152,5186
7169,310093000,917,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 14 JEFFRIES ADDITIION,0.156,5166
7170,310094000,919,ANDERSON ST,,3.0 Multi-Family,Taxable,R-1S,,PT LOT 13 JEFFRIES ADD,0.101,5148
7171,310095000,921,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,01,PT LOTS 12 & 13 JEFFRIES ADD,0.102,5135
7172,310096000,923,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 12 JEFFRIES ADDITION,0.103,5123
7173,310097000,925,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,01,PT LOT 11 JEFFRIES ADDITION,0.149,5103
7174,310098000,346,10TH ST NW,,1.0 Residential (Urban),Taxable,B-3,,PT LOT 9 JEFFRIES ADDITION,0.117,5058
7175,310099000,344,10TH ST NW,,3.0 Multi-Family,Taxable,B-3,,PT LOTS 9 & 10 JEFFRIES ADD,0.117,5097
7176,310100000,340,10TH ST NW,,3.0 Multi-Family,Taxable,B-3,,PT LOT 9 JEFFRIES ADDITION,0.117,5134
7177,310101000,338,10TH ST NW,,4.0 Commercial & Industrial,Taxable,B-3,,PT LOT 2 JEFFRIES ADDITION,0.16,5204
7178,310102000,332-336,10TH ST NW,,3.0 Multi-Family,Taxable,R-1S,,LOT 1 & PT 2 JEFFRIES ADD,0.18,5252
7179,310103000,924,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 3 JEFFRIES ADD,0.106,5240
7180,310104000,922,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 3 & 4 JEFFRIES ADD,0.106,5256
7181,310105000,920,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 4 JEFFRIES ADD,0.102,5269
7182,310106000,918,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 5 JEFFRIES ADD,0.059,5279
7183,310107000,916,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 5 JEFFRIES ADDITION,0.061,5292
7184,310108000,914,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 5 & 6 JEFFRIES ADD,0.118,5302
7185,310109000,912,ANDERSON ST,,1.0 Residential (Urban),Taxable,PUD,,LOT 1 JEFFRIES ADD,0.11,5314
7186,310109A00,910,ANDERSON ST,,3.0 Multi-Family,Taxable,PUD,,LOT 2 JEFFRIES ADD,0.07,5328
7187,310109B00,908,ANDERSON ST,,1.0 Residential (Urban),Taxable,PUD,,LOT 3 JEFFRIES ADD,0.08,5336
7188,310109C00,906,ANDERSON ST,,1.0 Residential (Urban),Taxable,PUD,,LOT 4 JEFFRIES ADD,0.13,5341
7189,310110000,904,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT PAYNE & MASSIE,0.13,5445
7190,310111000,902,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 33&PT LOT 32 PAYNE&MASSIE,0.181,5484
7191,310113000,214,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT 31 PAYNE & MASSIE,0.238,5497
7192,310114000,913,PAOLI ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 9 PAYNE & MASSIE,0.157,5404
7193,310114100,911,PAOLI ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 10 PAYNE & MASSIE,0.15,5426
7194,310114200,907,PAOLI ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 11 PAYNE & MASSIE,0.172,5444
7195,310115000,915,PAOLI ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 PAYNE & MASSIE,0.157,5382
7196,310116000,917,PAOLI ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 7 PAYNE & MASSIE,0.079,5407
7197,310117000,326,10TH ST NW,A&B,3.0 Multi-Family,Taxable,R-1S,,LOT 1 & PT 7 PAYNE & MASSIE,0.209,5325
7198,310118000,322,10TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 2ND ADD PAYNE & MASSIE,0.131,5372
7199,310119000,314,10TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 PAYNE & MASSIE,0.131,5449
7200,310120000,310,10TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT 4 2ND ADD PAYNE & MASSIE,0.131,5493
7201,310121000,912,PAOLI ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 15A PAYNE & MASSIE,0.178,5479
7202,310122000,910,PAOLI ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 14A PAYNE & MASSIE,0.147,5501
7203,310122100,908,PAOLI ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 13A PAYNE & MASSIE,0.147,5518
7204,310123000,906,PAOLI ST,,3.0 Multi-Family,Taxable,R-1S,,PT LOT 12 PAYNE & MASSIE,0.22,5540
7205,310124000,210,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT 12 PAYNE & MASSIE,0.157,5575
7206,310125000,208,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT 11 PAYNE & MASSIE ADDITION,0.155,5612
7207,310126000,206,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT 10 & PT 12 PAYNE & MASSIE,0.153,5647
7208,310127000,204,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 7 & 8 PAYNE & MASSIE,0.101,5704
7209,310128000,900,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 7 & 8 PAYNE & MASSIE,0.148,5737
7210,310129000,904,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 9 PAYNE & MASSIE,0.152,5679
7211,310130000,908,PAGE ST,,3.0 Multi-Family,Taxable,R-1S,,RESIDUE PAYNE&MASSIE,0.314,5640
7212,310130100,912,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,PARCEL A PAYNE & MASSIE,0.189,5615
7213,310131000,920,MORTON LN,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 16 PAYNE & MASSIE,0.041,5604
7214,310132000,920,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 16 PAYNE & MASSIE,0.075,5644
7215,310133000,923,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 16 PAYNE & MASSIE,0.071,5627
7216,310134000,922,MORTON LN,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 16 PAYNE & MASSIE,0.041,5582
7217,310135000,302,10TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 2ND ADD PAYNE & MASSIE,0.131,5548
7218,310136000,300,10TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT PAYNE & MASSIE,0.08,13954
7219,310137000,925,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT  PAYNE & MASSIE,0.06,13955
7220,310138000,218,10TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,01,PT 19 & 20 PAYNE & MASSIE,0.108,5682
7221,310139000,216,10TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT  PAYNE & MASSIE,0.07,5710
7222,310140000,214,10TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT PAYNE & MASSIE,0.09,5742
7223,310141000,919-921,PAGE ST,,3.0 Multi-Family,Taxable,R-1S,,PT LOTS 20 & 21 PAYNE & MASSIE,0.106,5718
7224,310142000,917,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 21 & 22 PAYNE & MASSIE,0.103,5744
7225,310143000,916,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 22 PAYNE & MASSIE,0.115,5762
7226,310145000,338,HARDY DR,,7.3 Exempt Local,Exempt,R-3,,9.904 ACRES-REDEVELOPMENT,9.9,5779
7227,310152000,201,HOLLY DR,,3.0 Multi-Family,Taxable,R-3,,PT LOT 4,0.11,5925
7228,310153000,206,10TH ST NW,,1.0 Residential (Urban),Taxable,R-3,01,LOT 5,0.143,5948
7229,310154000,204,10TH ST NW,,1.0 Residential (Urban),Taxable,R-3,,PT LOT 6,0.137,5990
7230,310155000,202,10TH ST NW,,4.0 Commercial & Industrial,Taxable,B-3,,PT LOTS 6 & 7,0.12,6025
7231,310156000,134,10TH ST NW,,4.0 Commercial & Industrial,Taxable,B-3H,,"LOTS 8,9,10, & PT 7 & 11",0.47,6054
7232,310158000,126,10TH ST NW,,4.0 Commercial & Industrial,Taxable,B-3,,PT LOT 11,0.18,6174
7233,310162000,114-120,10TH ST NW,,4.0 Commercial & Industrial,Taxable,B-3,,LOTS 12 & 13,0.28,6212
7234,310163000,112,10TH ST NW,,1.0 Residential (Urban),Taxable,WMW,,LOT,0.101,6271
7235,310164000,110,10TH ST NW,,4.0 Commercial & Industrial,Taxable,WMW,,LOT,0.128,6293
7236,310165000,917-919,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMWH,,LOT A,0.05,6347
7237,310166000,915,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMWH,,LOT B,0.02,6351
7238,310167000,913,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMWH,,LOT,0.03,6357
7239,310168000,909,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMWH,,LOT & PARCEL X,0.23,6322
7240,310169000,901,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMWH,,LOT,0.452,6292
7241,310170000,853,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMWH,,LOT,2.06,6247
7242,310174000,847,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMWH,,LOT,0.171,6327
7243,310175000,843,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMWH,,LOT,0.79,6332
7244,310183000,835,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMWH,,LOT,0.649,6372
7245,310184BO0,0,W MAIN ST,,8.0 State Corporation Commission,Taxable,MLTPH,,BUILDING ONLY,0,6223
7246,310200000,907,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT,0.12,5814
7247,310201000,905,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT,0.065,5836
7248,310202000,903,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT,0.061,5850
7249,310203000,838,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1,0.119,5857
7250,310204000,836,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2,0.118,5873
7251,310205000,824,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3,0.11,5891
7252,310206000,822,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 3,0.098,5907
7253,310207000,820,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2,0.098,5919
7254,310208000,818,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1,0.131,5932
7255,310209000,814-816,PAGE ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 1,0.141,5942
7256,310210000,810-812,PAGE ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 2,0.147,5957
7257,310211000,808,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 3RD ADD PAYNE & MASSIE,0.167,5970
7258,310212000,806,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 4 PAYNE & MASSIE,0.168,5987
7259,310213000,804,PAGE ST,A&B,3.0 Multi-Family,Taxable,R-1S,,LOT 3 3RD ADD PAYNE & MASSIE,0.165,6001
7260,310214000,802,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 3RD ADD PAYNE & MASSIE,0.166,6012
7261,310215000,203,8TH ST NW,,4.0 Commercial & Industrial,Taxable,R-1S,,LOT 1-B PAYNE & MASSIE,0.07,6095
7262,310216000,211,8TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 1A 3RD ADD PAYNE & MASSIE,0.094,6027
7263,310217000,801,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 12 BK 2 WHITE'S LOTS,0.097,5917
7264,310218000,311,8TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 12 BK 2 WHITE'S LOTS,0.042,5875
7265,310219000,805,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 11 BK 2 WHITE'S LOTS,0.143,5862
7266,310220000,807,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 10 BK 2 WHITE'S LOTS,0.15,5849
7267,310221000,809,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 9 BK 2 WHITE'S LOTS,0.162,5825
7268,310222000,811,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 BK 2 WHITE'S LOTS,0.172,5812
7269,310223000,813,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK 2 WHITE'S LOTS,0.182,5793
7270,310224000,815,PAGE ST,,7.3 Exempt Local,Exempt,R-1S,,LOT 6 BK 2 WHITE'S LOTS,0.195,5782
7271,310224L00,815,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 6 BK 2 WHITE'S LOTS,0.19,5782
7272,310225000,817,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 PAYNE & MASSIE,0.11,5801
7273,310226L00,819,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 4 PAYNE & MASSIE,0.122,5777
7274,310227000,835,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 13 PAYNE & MASSIE,0.078,5791
7275,310227100,833,PAGE ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 13 PAYNE & MASSIE,0.033,5821
7276,310228000,305,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOTS 5 & 6 PAYNE & MASSIE,0.184,5731
7277,310229000,211,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 2 PAYNE & MASSIE,0.186,5693
7278,310230000,213,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1 PAYNE & MASSIE,0.158,5674
7279,310231000,215,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 21 PAYNE & MASSIE,0.175,5646
7280,310231100,217,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 21 PAYNE & MASSIE,0.148,5619
7281,310232000,820,ANDERSON ST,,3.0 Multi-Family,Taxable,R-1S,,PT LOT 20 PAYNE & MASSIE,0.083,5550
7282,310233000,818,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,01,PT LOT 20 PAYNE & MASSIE,0.092,5573
7283,310234000,816,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 19 PAYNE & MASSIE,0.093,5598
7284,310235000,814,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 19 PAYNE & MASSIE ADD,0.092,5626
7285,310236000,810,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 BK 2 WHITE'S LOTS,0.214,5648
7286,310237000,808,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 4 BK 2 WHITE'S LOTS,0.195,5672
7287,310238000,802,ANDERSON ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 3 BK 2 WHITE'S LOTS,0.178,5702
7288,310239000,313,8TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 1 & 2 BK 2 WHITE'S LOT,0.1,5802
7289,310240000,800,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,01,PT LOTS 1 & 2 BK 2 WHITE'S LOT,0.146,5729
7290,310241000,801,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 1 BK 1 WHITE'S LOTS,0.166,5620
7291,310242000,803,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 BK 1 WHITE'S LOTS,0.166,5583
7292,310243000,805,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 BK 1 WHITE'S LOTS,0.166,5556
7293,310244000,809,ANDERSON ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 4 BK 1 WHITE'S LOTS,0.18,5522
7294,310245000,815,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 16 & 18 PAYNE & MASSIE,0.275,5470
7295,310246000,817,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 16-18 PAYNE & MASSIE,0.227,5452
7296,310247000,410,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 16 BK 1 PAYNE & MASSIE,0.099,5416
7297,310248000,422,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,LOT 14 & PT 13 PAYNE & MASSIE,0.219,5310
7298,310248100,420,9TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 15 PAYNE & MASSIE,0.17,5371
7299,310249000,808,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 13 & 15 PAYNE & MASSIE,0.161,5385
7300,310250000,806,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 BK 1 WHITE'S LOTS,0.158,5420
7301,310251000,804,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 6 BK 1 WHITE'S LOTS,0.158,5450
7302,310252000,802,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK 1 WHITE'S LOTS,0.158,5481
7303,310253000,800,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 BK 1 WHITE'S LOTS,0.161,5504
7304,310254000,730,WEST ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 1 JUDGE J M WHITE,0.11,5552
7305,310255000,728,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 JUDGE J M WHITE,0.11,5574
7306,310256000,724,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 3 JUDGE J M WHITE,0.11,5597
7307,310257000,720,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 4 JUDGE J M WHITE,0.11,5628
7308,310258000,718,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 JUDGE J M WHITE,0.11,5649
7309,310259000,714,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 6 JUDGE J M WHITE,0.11,5676
7310,310260000,712,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 JUDGE J M WHITE,0.11,5694
7311,310261000,708,WEST ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 JUDGE J M WHITE,0.11,5712
7312,310262000,702,WEST ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 9 JUDGE J M WHITE,0.11,5743
7313,310263000,700,WEST ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 10 JUDGE J M WHITE,0.11,5764
7314,310264000,701,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 11 & PT 12 JUDGE JM WHITE,0.146,5832
7315,310265000,703,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 13 & PT 12 JUDGE JM WHITE,0.114,5806
7316,310266000,709,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 14 JUDGE J M WHITE,0.11,5774
7317,310267000,711,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 15 JUDGE J M WHITE,0.11,5751
7318,310268000,717,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 16 JUDGE J M WHITE,0.11,5714
7319,310269000,721,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 17 JUDGE J M WHITE,0.11,5697
7320,310270000,723,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 18 JUDGE J M WHITE,0.11,5677
7321,310271000,402,8TH ST NW,,7.7 Exempt Religious,Exempt,R-1S,,LOTS 19 & 20 JUDGE J M WHITE,0.22,5635
7322,310272000,328,8TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 21-23 JUDGE JM WHITE,0.11,5727
7323,310273000,324,8TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 21-23 JUDGE JM WHITE,0.092,5750
7324,310274000,316,8TH ST NW,,1.0 Residential (Urban),Taxable,R-1S,,PT LOTS 21-23 JUDGE JM WHITE,0.124,5772
7325,310275000,714,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 24 JUDGE J M WHITE,0.11,5792
7326,310276000,712,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 25 JUDGE J M WHITE,0.11,5823
7327,310277000,710,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 26 JUDGE J M WHITE,0.11,5853
7328,310278000,0,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 27 JUDGE J M WHITE,0.11,5877
7329,310279000,702,ANDERSON ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 28 & PT 29&30 JUDGE WHITE,0.19,5906
7330,310280000,305,7TH ST NW,,1.0 Residential (Urban),Taxable,R-3,,LOT 4 HUDSON JENKINS EST,0.082,5960
7331,310281000,705,PAGE ST,,1.0 Residential (Urban),Taxable,R-3,,LOT 3 HUDSON JENKINS EST,0.095,5995
7332,310282000,707,PAGE ST,,1.0 Residential (Urban),Taxable,R-3,,LOT 2 & PAR X  HUDSON JENKINS EST,0.13,6008
7333,310283000,709,PAGE ST,,1.0 Residential (Urban),Taxable,R-3,01,LOT,0.109,5973
7334,310284000,312,8TH ST NW,,1.0 Residential (Urban),Taxable,R-3,,LOT 5 HUDSON JENKINS EST,0.279,5895
7335,310285000,314,8TH ST NW,,1.0 Residential (Urban),Taxable,R-3,,LOT,0.126,5833
7336,310286000,0,8TH ST NW,,1.0 Residential (Urban),Taxable,R-3,,LOT 1 HUDSON JENKINS EST,0.101,5953
7337,310287000,300,8TH ST NW,,3.0 Multi-Family,Taxable,R-3,,LOT,0.073,6005
7338,310288000,210,8TH ST NW,,7.3 Exempt Local,Exempt,R-3,,PT LOTS 1 & 2 PAYNE & MASSIE,0.078,6065
7339,310289000,208,8TH ST NW,,1.0 Residential (Urban),Taxable,R-3,,"PT LOTS 1,2,PAR X PAYNE & MASS",0.069,6104
7343,310293000,708,PAGE ST,,7.3 Exempt Local,Exempt,R-3,,RESIDUE 10TH & PAGE,0.083,6075
7344,310294000,200,8TH ST NW,,7.3 Exempt Local,Exempt,R-3,,A&B 10TH & PAGE,0.397,6091
7346,320001000,601,PRESTON AVE,,4.0 Commercial & Industrial,Taxable,CC,,"PT LOTS 1-4,LOTS 9-12 BK 16   ROSE HILL",1.58,5492
7347,320007000,618,HARRIS ST,,4.0 Commercial & Industrial,Taxable,CC,,PARCEL A ROSE HILL,0.26,5564
7348,320007100,505,PRESTON AVE,,4.0 Commercial & Industrial,Taxable,CC,,PARCEL B ROSE HILL,0.7,5585
7349,320011000,508-512,PRESTON AVE,,4.0 Commercial & Industrial,Taxable,CC,,LOT,0.19,5770
7350,320012000,0,PRESTON AVE,,4.0 Commercial & Industrial,Taxable,CC,,LOT,0.221,5725
7351,320013000,600,PRESTON AVE,,4.0 Commercial & Industrial,Taxable,CC,,LOT,0.78,5675
7352,320014000,608-614,PRESTON AVE,,4.0 Commercial & Industrial,Taxable,CCH,,LOT,1.7,5580
7353,320014100,0,PRESTON AVE,,8.0 State Corporation Commission,Taxable,M-I,,LOT,0.206,5521
7354,320020000,305,4TH ST NW,,7.3 Exempt Local,Exempt,M-I,,LOTS,10.41,5870
7355,320021000,475,RIDGE MCINTIRE RD,,4.0 Commercial & Industrial,Taxable,D,,LOT 16D VINEGAR HILL,1.02,6161
7356,320023000,400,PRESTON AVE,,4.0 Commercial & Industrial,Taxable,D,,PARCELS 16C & 13 VINEGAR HILL,0.93,6093
7357,320024000,243-259,RIDGE MCINTIRE RD,,4.0 Commercial & Industrial,Taxable,D,,PARCEL 16B-1 VINEGAR HILL,3.587,6291
