RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,StateCode,TaxType,Zone,TaxDist,Legal,Acreage,GPIN
7358,320026000,401,4TH ST NW,,3.0 Multi-Family,Taxable,M-I,,"PARCELS 15A,15B & LOTS",0.744,15075
7360,320027000,416,4TH ST NW,,4.0 Commercial & Industrial,Taxable,D,,LOTS,0.86,6029
7361,320089000,233,4TH ST NW,,4.0 Commercial & Industrial,Taxable,B-2H,,LOT & PARCEL A,4.06,6325
7362,320106000,229,5TH ST NW,,4.0 Commercial & Industrial,Taxable,M-I,,LOT,0.16,6301
7363,320107000,227,5TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,LOT & PARCEL X,0.158,6335
7364,320108000,223,5TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,LOT,0.16,6354
7365,320109000,221,5TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,LOT,0.107,6391
7366,320110000,503,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT,0.055,6426
7367,320111000,0,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT,0.044,6420
7368,320112000,515,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 2,0.095,6381
7369,320113000,517,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT,0.144,6376
7370,320114000,215,5TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,LOT 2,0.094,6482
7371,320115000,212,6TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,LOT 1,0.132,6468
7372,320116000,210,6TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,LOT 1 & PT 2,0.047,6504
7373,320117000,211,5TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,LOT 3,0.065,6513
7374,320118000,205,5TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,LOT 4,0.06,6533
7375,320119000,208,6TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,PT LOT 2 & PARCEL X,0.057,6522
7376,320120000,204-206,6TH ST NW,,3.0 Multi-Family,Taxable,R-2,,LOT,0.1,6540
7377,320121000,201-203,5TH ST NW,,3.0 Multi-Family,Taxable,B-1,,LOT,0.1,6558
7378,320122000,501-03,COMMERCE ST,,3.0 Multi-Family,Taxable,R-2,,LOT,0.08,6608
7379,320123000,200-202,6TH ST NW,,3.0 Multi-Family,Taxable,R-2,,LOT,0.115,6588
7380,320123100,505-507,COMMERCE ST,,3.0 Multi-Family,Taxable,R-2,,LOT,0.055,15132
7381,320124000,201,6TH ST NW,,3.0 Multi-Family,Taxable,R-2H,,LOT,0.136,6562
7382,320125000,205,6TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,LOT,0.183,6517
7383,320126000,209,6TH ST NW,,1.0 Residential (Urban),Taxable,R-2,,LOT,0.183,6488
7384,320127000,213,6TH ST NW,,1.0 Residential (Urban),Taxable,R-2,01,LOT,0.127,6460
7385,320128000,0,BROWN ST,,3.0 Multi-Family,Taxable,R-3,,LOTS 21 & 22,0.278,6384
7386,320129000,609,BROWN ST,,7.3 Exempt Local,Exempt,M-I,,LOT 8,0.136,6383
7387,320130000,606,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,PARCELS 130 & Y,0.092,6450
7388,320132000,608,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT B,0.092,6441
7389,320133000,609,ELSOM ST,,7.3 Exempt Local,Exempt,R-2,,PARCELS 133 & Z,0.483,6485
7390,320136000,616,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 4R,0.081,6412
7391,320136100,614,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 4L,0.087,6419
7392,320136200,612,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 3R,0.087,6429
7393,320136300,610,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 3L,0.093,6436
7394,320137000,707,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT,0.138,6310
7395,320138000,711,BROWN ST,,1.0 Residential (Urban),Taxable,R-2,,LOT,0.09,6305
7396,320139000,212,CREAM ST,,1.0 Residential (Urban),Taxable,R-2,01,LOT,0.086,6396
7397,320140000,210,CREAM ST,,1.0 Residential (Urban),Taxable,R-2,,LOT,0.086,6411
7398,320141000,208,CREAM ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 3,0.086,6431
7399,320142000,705,ELSOM ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 3,0.13,6464
7400,320143000,707,ELSOM ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 2,0.106,6455
7401,320144000,711,ELSOM ST,,1.0 Residential (Urban),Taxable,R-2,,LOT 1,0.091,6448
7402,320144100,211,CREAM ST,,1.0 Residential (Urban),Taxable,R-3,,CREAM ST 10 CONDO COMMON AREA,0.465,6312
7403,320144101,211,CREAM ST,101,1.0 Residential (Urban),Taxable,R-3,,UNIT 101 CREAM STREET 10 CONDO,0,6312
7404,320144102,211,CREAM ST,102,1.0 Residential (Urban),Taxable,R-3,,UNIT 102 CREAM STREET 10 CONDO,0,6312
7405,320144200,0,7 1/2 ST SW,,4.0 Commercial & Industrial,Taxable,MLTPH,,LOT,0,15089
7406,320144201,211,CREAM ST,201,1.0 Residential (Urban),Taxable,R-3,,UNIT 201 CREAM STREET 10 CONDO,0,6312
7407,320144202,211,CREAM ST,202,1.0 Residential (Urban),Taxable,R-3,,UNIT 202 CREAM STREET 10 CONDO,0,6312
7408,320144203,211,CREAM ST,203,1.0 Residential (Urban),Taxable,R-3,,UNIT 203 CREAM STREET 10 CONDO,0,6312
7409,320144301,211,CREAM ST,301,1.0 Residential (Urban),Taxable,R-3,,UNIT 301 CREAM STREET 10 CONDO,0,6312
7410,320144302,211,CREAM ST,302,1.0 Residential (Urban),Taxable,R-3,,UNIT 302 CREAM STREET 10 CONDO,0,6312
7411,320144303,211,CREAM ST,303,1.0 Residential (Urban),Taxable,R-3,,UNIT 303 CREAM STREET 10 CONDO,0,6312
7412,320144401,211,CREAM ST,401,1.0 Residential (Urban),Taxable,R-3,,UNIT 401 CREAM STREET 10 CONDO,0,6312
7413,320144402,211,CREAM ST,402,1.0 Residential (Urban),Taxable,R-3,,UNIT 402 CREAM STREET 10 CONDO,0,6312
7414,320145000,117,CREAM ST,,4.0 Commercial & Industrial,Taxable,WMN,,LOT 5,0.178,6484
7415,320146000,112,8TH ST NW,,4.0 Commercial & Industrial,Taxable,WME,,LOT 6,0.125,6473
7416,320147000,103,8TH ST NW,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.1,6503
7417,320148000,811-817,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.08,6535
7418,320149000,801,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.11,6545
7419,320150000,731,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT 1,0.07,6541
7420,320151000,715-729,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,"LOTS 2,3,4 & STRIP",0.36,6546
7421,320153000,711,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMNH,,LOT C,0.07,6578
7422,320154000,712,ELSOM ST,,7.3 Exempt Local,Exempt,WME,,LOT A,0.065,6515
7423,320155000,710,ELSOM ST,,1.0 Residential (Urban),Taxable,WME,,LOT B,0.059,6520
7424,320156000,707-709,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT A,0.16,6584
7425,320157000,701-705,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT B,0.09,6595
7426,320158000,704,ELSOM ST,,1.0 Residential (Urban),Taxable,WME,,PT LOT C,0.122,6527
7427,320159000,112,7TH ST NW,,4.0 Commercial & Industrial,Taxable,WME,,LOT,0.08,6544
7428,320160000,110,7TH ST NW,,3.0 Multi-Family,Taxable,WME,,LOT,0.08,6585
7429,320161000,108,7TH ST NW,,4.0 Commercial & Industrial,Taxable,WME,,LOT,0.09,6613
7430,320162000,635,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.04,6639
7431,320163000,633,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.03,6643
7432,320164000,629-631,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.07,6650
7433,320165000,0,W MAIN ST,,7.3 Exempt Local,Exempt,WMEH,,PARCEL 165 & LOT 2,0.51,6579
7434,320165100,621-627,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,"10,246 SF & PARCEL X",0.25,6624
7435,320167000,617,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT 1,0.21,6642
7436,320168000,0,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,2369 SQ FT & PARCEL W,0.0798,6636
7437,320170000,113,6TH ST NW,,7.7 Exempt Religious,Exempt,R-2H,,"LOT & PARCELS W,X,Y",0.15,6600
7438,320171000,107,6TH ST NW,,4.0 Commercial & Industrial,Taxable,WMEH,,"RESIDUE 12,177 SQ FT",0.28,6629
7439,320173000,108,6TH ST NW,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.17,6654
7440,320174000,505-515,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,"LOTS 1,2,3,4,5,10 & PT 9",0.32,6670
7441,320175000,503,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.25,6676
7442,320176000,501,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,PT LOT 123,0.18,6686
7443,320177000,499,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.17,6692
7444,320178000,421,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.169,6698
7445,320179000,401-19,W MAIN ST,,8.0 State Corporation Commission,Taxable,WMEH,,LOT & PARCEL Y,0.997,6707
7446,320183000,0,4TH ST NW,,8.0 State Corporation Commission,Taxable,WMEH,,LOT & PARCEL X,0.107,6784
7447,320184000,408,COMMERCE ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.038,6728
7448,320185000,123,4TH ST NW,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.02,6763
7449,320186000,125,4TH ST NW,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT,0.08,6731
7451,320192000,331-333,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOTS,0.17,6928
7453,320196000,323-325,W MAIN ST,,4.0 Commercial & Industrial,Taxable,WMEH,,LOT 14 & PT 124 VINEGAR HILL,0.25,6943
7455,320198000,315,W MAIN ST,,4.0 Commercial & Industrial,Taxable,DH,,LOT,1.12,6851
7458,330001000,511,1ST ST N,,1.0 Residential (Urban),Taxable,R-3H,,CHARLOTTESVILLE TOWERS COMMON AREA,1.702,5593
7459,330001100,500,MCINTIRE RD,,3.0 Multi-Family,Taxable,R-3H,,LOT B,0.641,5563
7460,330001101,511,1ST ST N,101,1.0 Residential (Urban),Taxable,R-3H,,UNIT 101 CH'VILLE TOWERS,0,5593
7461,330001102,511,1ST ST N,102,1.0 Residential (Urban),Taxable,R-3H,,UNIT 102 CH'VILLE TOWERS,0,5593
7462,330001103,511,1ST ST N,103,1.0 Residential (Urban),Taxable,R-3H,,UNIT 103 CH'VILLE TOWERS,0,5593
7463,330001104,511,1ST ST N,104,1.0 Residential (Urban),Taxable,R-3H,,UNIT 104 CH'VILLE TOWERS,0,5593
7464,330001105,511,1ST ST N,105,1.0 Residential (Urban),Taxable,R-3H,,UNIT 105 CH'VILLE TOWERS,0,5593
7465,330001106,511,1ST ST N,106,1.0 Residential (Urban),Taxable,R-3H,,UNIT 106 CH'VILLE TOWERS,0,5593
7466,330001201,511,1ST ST N,201,1.0 Residential (Urban),Taxable,R-3H,,UNIT 201 CH'VILLE TOWERS,0,5593
7467,330001202,511,1ST ST N,202,1.0 Residential (Urban),Taxable,R-3H,,UNIT 202 CH'VILLE TOWERS,0,5593
7468,330001203,511,1ST ST N,203,1.0 Residential (Urban),Taxable,R-3H,,UNIT 203 CH'VILLE TOWERS,0,5593
7469,330001204,511,1ST ST N,204,1.0 Residential (Urban),Taxable,R-3H,,UNIT 204 CH'VILLE TOWERS,0,5593
7470,330001205,511,1ST ST N,205,1.0 Residential (Urban),Taxable,R-3H,,UNIT 205 CH'VILLE TOWERS,0,5593
7471,330001206,511,1ST ST N,206,1.0 Residential (Urban),Taxable,R-3H,,UNIT 206 CH'VILLE TOWERS,0,5593
7472,330001208,511,1ST ST N,208,1.0 Residential (Urban),Taxable,R-3H,,UNIT 208 CH'VILLE TOWERS,0,5593
7473,330001209,511,1ST ST N,209,1.0 Residential (Urban),Taxable,R-3H,,UNIT 209 CH'VILLE TOWERS,0,5593
7474,330001210,511,1ST ST N,210,1.0 Residential (Urban),Taxable,R-3H,,UNIT 210 CH'VILLE TOWERS,0,5593
7475,330001211,511,1ST ST N,211,1.0 Residential (Urban),Taxable,R-3H,,UNIT 211 CH'VILLE TOWERS,0,5593
7476,330001212,511,1ST ST N,212,1.0 Residential (Urban),Taxable,R-3H,,UNIT 212 CH'VILLE TOWERS,0,5593
7477,330001213,511,1ST ST N,213,1.0 Residential (Urban),Taxable,R-3H,,UNIT 213 CH'VILLE TOWERS,0,5593
7478,330001214,511,1ST ST N,214,1.0 Residential (Urban),Taxable,R-3H,,UNIT 214 CH'VILLE TOWERS,0,5593
7479,330001301,511,1ST ST N,301,1.0 Residential (Urban),Taxable,R-3H,,UNIT 301 CH'VILLE TOWERS,0,5593
7480,330001302,511,1ST ST N,302,1.0 Residential (Urban),Taxable,R-3H,,UNIT 302 CH'VILLE TOWERS,0,5593
7481,330001303,511,1ST ST N,303,1.0 Residential (Urban),Taxable,R-3H,,UNIT 303 CH'VILLE TOWERS,0,5593
7482,330001304,511,1ST ST N,304,1.0 Residential (Urban),Taxable,R-3H,,UNIT 304 CH'VILLE TOWERS,0,5593
7483,330001305,511,1ST ST N,305,1.0 Residential (Urban),Taxable,R-3H,,UNIT 305 CH'VILLE TOWERS,0,5593
7484,330001306,511,1ST ST N,306,1.0 Residential (Urban),Taxable,R-3H,,UNIT 306 CH'VILLE TOWERS,0,5593
7485,330001307,511,1ST ST N,307,1.0 Residential (Urban),Taxable,R-3H,,UNIT 307 CH'VILLE TOWERS,0,5593
7486,330001308,511,1ST ST N,308,1.0 Residential (Urban),Taxable,R-3H,,UNIT 308 CH'VILLE TOWERS,0,5593
7487,330001309,511,1ST ST N,309,1.0 Residential (Urban),Taxable,R-3H,,UNIT 309 CH'VILLE TOWERS,0,5593
7488,330001310,511,1ST ST N,310,1.0 Residential (Urban),Taxable,R-3H,,UNIT 310 CH'VILLE TOWERS,0,5593
7489,330001311,511,1ST ST N,311,1.0 Residential (Urban),Taxable,R-3H,,UNIT 311 CH'VILLE TOWERS,0,5593
7490,330001312,511,1ST ST N,312,1.0 Residential (Urban),Taxable,R-3H,,UNIT 312 CH'VILLE TOWERS,0,5593
7491,330001313,511,1ST ST N,313,1.0 Residential (Urban),Taxable,R-3H,,UNIT 313 CH'VILLE TOWERS,0,5593
7492,330001314,511,1ST ST N,314,1.0 Residential (Urban),Taxable,R-3H,,UNIT 314 CH'VILLE TOWERS,0,5593
7493,330001401,511,1ST ST N,401,1.0 Residential (Urban),Taxable,R-3H,,UNIT 401 CH'VILLE TOWERS,0,5593
7494,330001402,511,1ST ST N,402,1.0 Residential (Urban),Taxable,R-3H,,UNIT 402 CH'VILLE TOWERS,0,5593
7495,330001403,511,1ST ST N,403,1.0 Residential (Urban),Taxable,R-3H,,UNIT 403 CH'VILLE TOWERS,0,5593
7496,330001404,511,1ST ST N,404,1.0 Residential (Urban),Taxable,R-3H,,UNIT 404 CH'VILLE TOWERS,0,5593
7497,330001405,511,1ST ST N,405,1.0 Residential (Urban),Taxable,R-3H,,UNIT 405 CH'VILLE TOWERS,0,5593
7498,330001406,511,1ST ST N,406,1.0 Residential (Urban),Taxable,R-3H,,UNIT 406 CH'VILLE TOWERS,0,5593
7499,330001407,511,1ST ST N,407,1.0 Residential (Urban),Taxable,R-3H,,UNIT 407 CH'VILLE TOWERS,0,5593
7500,330001408,511,1ST ST N,408,1.0 Residential (Urban),Taxable,R-3H,,UNIT 408 CH'VILLE TOWERS,0,5593
7501,330001409,511,1ST ST N,409,1.0 Residential (Urban),Taxable,R-3H,,UNIT 409 CH'VILLE TOWERS,0,5593
7502,330001410,511,1ST ST N,410,1.0 Residential (Urban),Taxable,R-3H,,UNIT 410 CH'VILLE TOWERS,0,5593
7503,330001411,511,1ST ST N,411,1.0 Residential (Urban),Taxable,R-3H,,UNIT 411 CH'VILLE TOWERS,0,5593
7504,330001412,511,1ST ST N,412,1.0 Residential (Urban),Taxable,R-3H,,UNIT 412 CH'VILLE TOWERS,0,5593
7505,330001413,511,1ST ST N,413,1.0 Residential (Urban),Taxable,R-3H,,UNIT 413 CH'VILLE TOWERS,0,5593
7506,330001414,511,1ST ST N,414,1.0 Residential (Urban),Taxable,R-3H,,UNIT 414 CH'VILLE TOWERS,0,5593
7507,330001501,511,1ST ST N,501,1.0 Residential (Urban),Taxable,R-3H,,UNIT 501 CH'VILLE TOWERS,0,5593
7508,330001502,511,1ST ST N,502,1.0 Residential (Urban),Taxable,R-3H,,UNIT 502 CH'VILLE TOWERS,0,5593
7509,330001503,511,1ST ST N,503,1.0 Residential (Urban),Taxable,R-3H,,UNIT 503 CH'VILLE TOWERS,0,5593
7510,330001504,511,1ST ST N,504,1.0 Residential (Urban),Taxable,R-3H,,UNIT 504 CH'VILLE TOWERS,0,5593
7511,330001505,511,1ST ST N,505,1.0 Residential (Urban),Taxable,R-3H,,UNIT 505 CH'VILLE TOWERS,0,5593
7512,330001506,511,1ST ST N,506,1.0 Residential (Urban),Taxable,R-3H,,UNIT 506 CH'VILLE TOWERS,0,5593
7513,330001507,511,1ST ST N,507,1.0 Residential (Urban),Taxable,R-3H,,UNIT 507 CH'VILLE TOWERS,0,5593
7514,330001508,511,1ST ST N,508,1.0 Residential (Urban),Taxable,R-3H,,UNIT 508 CH'VILLE TOWERS,0,5593
7515,330001509,511,1ST ST N,509,1.0 Residential (Urban),Taxable,R-3H,,UNIT 509 CH'VILLE TOWERS,0,5593
7516,330001510,511,1ST ST N,510,1.0 Residential (Urban),Taxable,R-3H,,UNIT 510 CH'VILLE TOWERS,0,5593
7517,330001511,511,1ST ST N,511,1.0 Residential (Urban),Taxable,R-3H,,UNIT 511 CH'VILLE TOWERS,0,5593
7518,330001512,511,1ST ST N,512,1.0 Residential (Urban),Taxable,R-3H,,UNIT 512 CH'VILLE TOWERS,0,5593
7519,330001513,511,1ST ST N,513,1.0 Residential (Urban),Taxable,R-3H,,UNIT 513 CH'VILLE TOWERS,0,5593
7520,330001514,511,1ST ST N,514,1.0 Residential (Urban),Taxable,R-3H,,UNIT 514 CH'VILLE TOWERS,0,5593
7521,330001601,511,1ST ST N,601,1.0 Residential (Urban),Taxable,R-3H,,UNIT 601 CH'VILLE TOWERS,0,5593
7522,330001602,511,1ST ST N,602,1.0 Residential (Urban),Taxable,R-3H,,UNIT 602 CH'VILLE TOWERS,0,5593
7523,330001603,511,1ST ST N,603,1.0 Residential (Urban),Taxable,R-3H,,UNIT 603 CH'VILLE TOWERS,0,5593
7524,330001604,511,1ST ST N,604,1.0 Residential (Urban),Taxable,R-3H,,UNIT 604 CH'VILLE TOWERS,0,5593
7525,330001605,511,1ST ST N,605,1.0 Residential (Urban),Taxable,R-3H,,UNIT 605 CH'VILLE TOWERS,0,5593
7526,330001606,511,1ST ST N,606,1.0 Residential (Urban),Taxable,R-3H,,UNIT 606 CH'VILLE TOWERS,0,5593
7527,330001607,511,1ST ST N,607,1.0 Residential (Urban),Taxable,R-3H,,UNIT 607 CH'VILLE TOWERS,0,5593
7528,330001608,511,1ST ST N,608,1.0 Residential (Urban),Taxable,R-3H,,UNIT 608 CH'VILLE TOWERS,0,5593
7529,330001609,511,1ST ST N,609,1.0 Residential (Urban),Taxable,R-3H,,UNIT 609 CH'VILLE TOWERS,0,5593
7530,330001610,511,1ST ST N,610,1.0 Residential (Urban),Taxable,R-3H,,UNIT 610 CH'VILLE TOWERS,0,5593
7531,330001611,511,1ST ST N,611,1.0 Residential (Urban),Taxable,R-3H,,UNIT 611 CH'VILLE TOWERS,0,5593
7532,330001612,511,1ST ST N,612,1.0 Residential (Urban),Taxable,R-3H,,UNIT 612 CH'VILLE TOWERS,0,5593
7533,330001613,511,1ST ST N,613,1.0 Residential (Urban),Taxable,R-3H,,UNIT 613 CH'VILLE TOWERS,0,5593
7534,330001614,511,1ST ST N,614,1.0 Residential (Urban),Taxable,R-3H,,UNIT 614 CH'VILLE TOWERS,0,5593
7535,330002000,521,1ST ST N,,3.0 Multi-Family,Taxable,R-1SH,,PARCEL 1,0.903,5515
7536,330002100,510,MCINTIRE RD,,3.0 Multi-Family,Taxable,R-3H,,PARCEL 2,0.919,5433
7537,330003000,531,1ST ST N,,1.0 Residential (Urban),Taxable,R-1SH,,LOT,0.305,5467
7538,330005000,100,PERRY DR,,7.7 Exempt Religious,Exempt,R-3,,LOTS 2-8,1.57,5286
7539,330005100,533,1ST ST N,,1.0 Residential (Urban),Taxable,R-3H,,LOTS 2-8,0.346,5423
7540,330006000,106,PERRY DR,,3.0 Multi-Family,Taxable,R-1S,,LOT 1,0.135,5358
7541,330008000,108,PERRY DR,,1.0 Residential (Urban),Taxable,R-1S,,LOTS A & E,0.187,5399
7542,330009000,537,2ND ST NE,,1.0 Residential (Urban),Taxable,R-1S,,LOT B,0.16,5461
7543,330010000,535,2ND ST NE,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2,0.176,5514
7544,330011000,532,1ST ST N,,1.0 Residential (Urban),Taxable,R-1SH,,LOT 4A,0.273,5441
7545,330012000,530,1ST ST N,,1.0 Residential (Urban),Taxable,R-1SH,,LOT 3A,0.266,5554
7546,330013000,526,1ST ST N,,1.0 Residential (Urban),Taxable,R-1SH,01,LOT (REAR),0.255,5594
7547,330014000,517,2ND ST NE,,1.0 Residential (Urban),Taxable,R-1SH,,LOT,0.089,5673
7548,330015000,522,1ST ST N,,1.0 Residential (Urban),Taxable,R-1SH,,LOT,0.087,5645
7549,330016000,518,1ST ST N,,1.0 Residential (Urban),Taxable,R-1SH,,LOT,0.167,5671
7550,330017000,514,1ST ST N,,1.0 Residential (Urban),Taxable,R-1SH,,LOT,0.181,5700
7551,330018000,512,1ST ST N,,3.0 Multi-Family,Taxable,R-1SH,,RESIDUE,0.1775,5723
7552,330018100,0,2ND ST NE,,1.0 Residential (Urban),Taxable,R-1SH,,PARCEL X,0.2268,14689
7553,330019000,504,1ST ST N,,1.0 Residential (Urban),Taxable,R-1SH,,LOT A,0.166,5795
7554,330019100,501,2ND ST NE,,1.0 Residential (Urban),Taxable,R-3H,,LOT B-1,0.064,5883
7555,330019200,503,2ND ST NE,,1.0 Residential (Urban),Taxable,R-3H,,LOT B-2,0.05,5865
7556,330019300,505,2ND ST NE,,1.0 Residential (Urban),Taxable,R-3H,,LOT B-3,0.05,5846
7557,330019400,507,2ND ST NE,,1.0 Residential (Urban),Taxable,R-3H,,LOT B-4,0.066,5826
7558,330020000,500,2ND ST NE,,3.0 Multi-Family,Taxable,R-1SH,,LOT 1,0.179,5896
7559,330020001,0,3RD ST NE,,1.0 Residential (Urban),Taxable,R-1SH,,LOT 2,0.17,17414
7560,330021000,502,2ND ST NE,,1.0 Residential (Urban),Taxable,R-1S,01,LOT,0.124,5851
7561,330022000,505,PARK PLZ,,1.0 Residential (Urban),Taxable,R-1S,,LOT 9 BK A PARK PLAZA,0.11,5893
7562,330023000,507,PARK PLZ,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 BK A PARK PLAZA,0.112,5848
7563,330024000,504,2ND ST NE,,1.0 Residential (Urban),Taxable,R-1S,,LOT,0.139,5807
7564,330025000,506,2ND ST NE,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 1 & PT 2 BK A PARK PLAZA,0.166,5749
7565,330026000,521,PARK PLZ,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK A PARK PLAZA,0.11,5816
7566,330027000,523,PARK PLZ,,1.0 Residential (Urban),Taxable,R-1S,,LOT 6 BK A PARK PLAZA,0.11,5754
7567,330028000,527,PARK PLZ,,1.0 Residential (Urban),Taxable,R-1S,,LOTS 3-5 & PT 2 BK A PARK PL,0.314,5639
7568,330029000,201,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT A BK C PARK PLAZA,0.073,5517
7569,330030000,522,2ND ST NE,,1.0 Residential (Urban),Taxable,R-1S,,LOT B,0.189,5435
7570,330031000,208,WINE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2,0.108,5447
7571,330032000,212,WINE ST,,1.0 Residential (Urban),Taxable,R-1SH,,LOT A,0.125,13958
7572,330032A00,214,WINE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT B,0.0838,13957
7573,330033000,309,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT C,0.121,5565
7574,330033100,307,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT D,0.126,5545
7575,330033200,205,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,01,LOT E,0.12,5535
7576,330034000,222,WINE ST,,3.0 Multi-Family,Taxable,R-1S,,PT LOT 6 BK C SEC C PARK PLAZA,0.065,5562
7577,330035000,311,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 6 BK C SEC C PARK PLAZA,0.085,5607
7578,330036000,313,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 BK C PARK PLAZA,0.109,5625
7579,330037000,224,WINE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 7 BK C PARK PLAZA,0.08,5572
7580,330038000,228,WINE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 9 BK C PARK PLAZA,0.103,5577
7581,330039000,317,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 10 BK C PARK PLAZA,0.123,5651
7582,330040000,321,PARKWAY ST,,3.0 Multi-Family,Taxable,R-1S,,LOT 12 BK C PARK PLAZA,0.14,5669
7583,330041000,232,WINE ST,,3.0 Multi-Family,Taxable,R-1S,,"LOT 11, PT 13 & ALLEY BK C",0.132,5584
7584,330042000,234,WINE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1& PARCEL X BK C PARK PL,0.207,5591
7585,330042100,236,WINE ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 BK C PARK PLAZA,0.2,5599
7586,330043000,325,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,,PT LOT 14 BK C PARK PLAZA,0.116,5719
7587,330044000,324,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 2 BK W PARK PLAZA,0.166,5845
7588,330045000,322,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 1 BK W PARK PLAZA,0.189,5808
7589,330046000,316,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 9 BK B PARK PLAZA,0.122,5773
7590,330047000,0,PARKWAY ST,,1.0 Residential (Urban),Taxable,R-1S,,LOT 8 BK B PARK PLAZA,0.102,5746
7591,330048000,526,PARK PLZ,,1.0 Residential (Urban),Taxable,R-1S,01,LOT 7 BK B PARK PLAZA,0.17,5687
7592,330048100,0,PARK PLZ,,1.0 Residential (Urban),Taxable,R-1S,,LOT 6 BK B PARK PLAZA,0.094,17132
7593,330049000,518,PARK PLZ,,1.0 Residential (Urban),Taxable,R-1S,,LOT 5 BK B PARK PLAZA,0.112,5804
